population	pop	plant	seed	flower	measdate	Shootthickness	Stemthickness	GAD	ASD	Adepth	Awidth	GSDR	GSDC	GSDL	nMalesR	nMalesC	nMalesL	GWTot	GHR	GHL	GNR	GNL	SWR	SWC	SWL	SLR	Srrs	SLC	Scrs	SLL	Slrs	UBR	UBC	UBL	UBW	LBR	LBC	LBL	LBW																																																																																																																																																																																																																							
XU	Chemax	7	1	2	07.01.2009	NA	NA	3.23	0	0.9	2.1	3.35	3.95	3.56	3	3	2	5.58	2.58	2.72	11	13	0.88	1.06	0.84	7.14	3	7.22	3.19	7.16	3.12	17.71	21.86	17.75	21.01	19.46	23	18.58	21.84																																																																																																																																																																																																																							
XU	Chemax	7	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
XU	Chemax	7	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
XU	Chemax	7	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
XU	Chemax	7	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
XU	Chemax	7	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
XU	Chemax	7	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
XU	Chemax	7	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
XU	Chemax	7	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
XU	Chemax	11	1	1	15.09.2008	NA	NA	3.11	0	NA	NA	3.59	4.23	2.85	3	3	3	4.63	1.8	1.84	9	9	0.86	1.08	0.95	5.83	NA	6.07	NA	6.31	NA	12.96	15.21	13.05	15.79	14.93	17.34	14.38	17.72																																																																																																																																																																																																																							
XU	Chemax	11	1	2	19.09.2008	NA	NA	2.97	0	NA	NA	3.94	4.58	3.31	3	3	3	5.12	2.23	2.56	9	10	1.21	1.12	1.17	7.32	NA	7.83	NA	7.57	NA	13.9	17.33	14.31	18.14	16.47	19.31	16.43	19.73																																																																																																																																																																																																																							
XU	Chemax	11	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
XU	Chemax	11	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
Tulum51	Tulum51	1	1	1	02.03.2009	NA	NA	4.52	3.49	0.82	2.51	4.83	5.04	4.84	3	3	3	6.87	3.22	3	10	10	1.76	2.12	1.97	6.64	1.63	6.93	1.92	6.83	1.94	19.46	19.92	18.83	25.49	20.83	24.89	21.7	25.64																																																																																																																																																																																																																							
Tulum51	Tulum51	1	1	2	24.03.2009	NA	NA	5.12	1.93	0.94	2.56	4.54	5.4	4.84	3	3	3	6.82	3.18	2.8	14	13	1.8	1.87	1.82	6.31	1.72	7.28	2.11	6.48	1.86	15.63	17.28	16.11	22.12	18.22	20.63	18.23	22.53																																																																																																																																																																																																																							
Tulum51	Tulum51	2	1	1	02.03.2009	NA	NA	4.5	2.44	0.83	2.31	5.95	6.5	6.2	3	3	3	7.19	3.22	3.2	10	11	1.91	2.06	1.99	7.42	2.01	8.02	1.82	7.49	1.67	17.74	18.52	17.85	23.87	20.89	22.28	20.96	24.45																																																																																																																																																																																																																							
Tulum51	Tulum51	2	1	2	17.06.2009	NA	NA	5.7	2.25	1.11	2.26	7.43	7.47	6.31	3	3	3	7.19	3.59	4.02	12	14	2.21	2.18	2.13	8.14	2.37	8.19	2.18	8.15	2.31	20.17	21.45	20.55	26.8	21.07	25.03	21.54	28.26																																																																																																																																																																																																																							
Tulum51	Tulum51	3	1	1	02.03.2009	NA	NA	4.63	3.53	0.75	2.2	4.34	6.12	5.59	3	3	3	7.21	3.19	2.93	9	10	1.76	2.02	1.78	7.23	1.86	7.85	1.87	7.61	1.77	20.3	21.04	19.19	25.23	24.7	28.22	24.65	24.67																																																																																																																																																																																																																							
Tulum51	Tulum51	3	1	2	02.03.2009	NA	NA	5.22	2.73	0.78	2.08	5.03	5.02	4.84	3	3	3	7.43	3.15	3.27	11	13	1.7	2.03	1.87	7.16	1.82	7.58	1.97	7.44	1.83	17.24	19.33	17	25.2	21.51	24.11	21.71	21.92																																																																																																																																																																																																																							
Tulum51	Tulum51	4	1	1	05.03.2009	NA	NA	5.1	3.04	0.81	2.26	6.49	7.65	7	3	3	3	8.16	3.45	3.39	12	11	2.1	2.39	2.38	9.18	2.1	9.68	2.44	9.45	2.09	18.06	20.55	19.29	26.14	21.3	24.62	20.72	26.49																																																																																																																																																																																																																							
Tulum51	Tulum51	4	1	2	16.03.2009	NA	NA	3.76	2.66	0.87	2.47	6.34	7.05	6.08	3	3	3	6.72	3.3	3.07	12	11	1.7	2.17	1.97	7.68	2.01	8.46	1.91	8.29	1.99	20.8	24.18	20.43	27.29	19.79	20.42	19.98	26.82																																																																																																																																																																																																																							
Tulum51	Tulum51	5	1	1	05.03.2009	NA	NA	5.08	2.17	1	2.55	5.66	6.05	6	3	3	3	6.93	3.27	3.33	12	12	1.59	1.79	1.82	6.89	1.69	7.04	1.6	7.1	1.6	16.52	18.06	17.58	21.84	18.89	21.08	18.79	21.68																																																																																																																																																																																																																							
Tulum51	Tulum51	5	1	2	06.05.2009	NA	NA	3.87	2.27	1.12	1.97	5.25	5.2	4.06	3	3	3	5.91	2.44	2.67	9	11	1.6	1.85	1.57	6.45	1.84	7.11	1.56	6.37	1.45	15.73	15.39	15.02	19.26	17.7	20.68	17.59	19.96																																																																																																																																																																																																																							
Tulum51	Tulum51	6	1	1	05.03.2009	NA	NA	4.94	2.94	1.2	2.32	5.21	5.77	5.56	3	3	3	7.26	3.76	3.65	13	13	1.54	1.98	1.65	7.15	1.8	7.24	1.68	7.08	2.2	17.3	18.3	17.5	22.47	18.79	21.11	19.14	22.97																																																																																																																																																																																																																							
Tulum51	Tulum51	6	1	2	16.03.2009	NA	NA	2.71	1.98	0.94	2.4	4.13	4.7	3.71	3	3	3	5.32	2.46	2.47	9	12	1.25	1.34	1.32	5.57	1.74	5.47	1.4	5.46	1.65	14.31	15.51	14.64	16.15	16.63	18.21	16.13	17.97																																																																																																																																																																																																																							
Tulum51	Tulum51	7	1	1	20.04.2009	NA	NA	5.28	2.81	1.22	2.4	5.56	5.74	5.16	3	3	3	7.77	3.34	3.11	16	13	1.93	2.07	1.8	7.27	1.42	7.24	1.55	7.13	1.83	17.59	19.13	17.89	22.79	18.4	20.54	18.64	23.58																																																																																																																																																																																																																							
Tulum51	Tulum51	7	1	2	19.05.2009	NA	NA	5.52	3.72	1.33	2.4	5.32	5.69	4.74	3	3	3	7.28	3.21	3.45	13	13	1.78	1.92	1.73	6.7	1.93	7.12	2.16	7.1	1.95	18.01	18.61	17.49	22.45	18.23	19.53	18.29	23.51																																																																																																																																																																																																																							
